ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,MIL,Andrew Bogut,University of Utah,11,606,18157,6463,5497,1375,.533,.087,.558,30.0,10.7,9.1,2.3,46.3,.122,2.3,19.8
2,2,ATL,Marvin Williams,University of North Carolina,11,742,21363,7681,3813,961,.443,.343,.803,28.8,10.4,5.1,1.3,44.0,.099,-0.7,6.9
3,3,UTA,Deron Williams,University of Illinois at Urbana-Champaign,11,748,26134,12639,2378,6263,.446,.358,.821,34.9,16.9,3.2,8.4,73.2,.134,1.6,23.5
4,4,NOH,Chris Paul,Wake Forest University,11,733,26402,13673,3197,7276,.473,.364,.862,36.0,18.7,4.4,9.9,136.3,.248,7.4,62.6
5,5,CHA,Raymond Felton,University of North Carolina,11,736,24293,9226,2334,4507,.412,.332,.786,33.0,12.5,3.2,6.1,34.1,.067,-0.4,9.7
6,6,POR,Martell Webster,,10,580,13914,5056,1811,588,.418,.382,.791,24.0,8.7,3.1,1.0,24.7,.085,-0.7,4.6
7,7,TOR,Charlie Villanueva,University of Connecticut,11,628,13317,6689,2956,539,.436,.342,.769,21.2,10.7,4.7,0.9,22.6,.081,-1.8,0.8
8,8,NYK,Channing Frye,University of Arizona,10,690,16741,6484,3395,726,.439,.388,.819,24.3,9.4,4.9,1.1,32.3,.093,0.0,8.3
9,9,GSW,Ike Diogu,Arizona State University,6,225,2795,1348,689,69,.509,.500,.786,12.4,6.0,3.1,0.3,6.5,.112,-4.8,-2.0
10,10,LAL,Andrew Bynum,,8,418,10690,4822,3221,490,.556,.111,.690,25.6,11.5,7.7,1.2,37.4,.168,1.3,9.0
11,11,ORL,Fran Vazquez,,,,,,,,,,,,,,,,,,
12,12,LAC,Yaroslav Korolev,,2,34,168,39,16,13,.283,.250,.625,4.9,1.1,0.5,0.4,-0.1,-.024,-6.4,-0.2
13,13,CHA,Sean May,University of North Carolina,4,119,1868,821,481,115,.458,.231,.746,15.7,6.9,4.0,1.0,2.6,.068,-2.4,-0.2
14,14,MIN,Rashad McCants,University of North Carolina,4,249,5037,2479,506,331,.431,.368,.741,20.2,10.0,2.0,1.3,3.6,.035,-2.5,-0.6
15,15,NJN,Antoine Wright,Texas A&M University,6,297,5714,1614,681,295,.412,.304,.674,19.2,5.4,2.3,1.0,3.1,.026,-3.1,-1.5
16,16,TOR,Joey Graham,Oklahoma State University,6,377,6117,2239,1058,207,.483,.300,.815,16.2,5.9,2.8,0.5,7.8,.061,-3.8,-2.8
17,17,IND,Danny Granger,University of New Mexico,10,586,18487,9855,2888,1097,.434,.380,.848,31.5,16.8,4.9,1.9,48.5,.126,1.5,16.1
18,18,BOS,Gerald Green,,9,461,9428,4754,1166,472,.425,.366,.817,20.5,10.3,2.5,1.0,14.0,.071,-2.0,0.0
19,19,MEM,Hakim Warrick,Syracuse University,8,526,10624,4947,2117,400,.490,.191,.726,20.2,9.4,4.0,0.8,20.4,.092,-3.1,-2.9
20,20,DEN,Julius Hodge,North Carolina State University,2,23,98,28,15,18,.440,,.500,4.3,1.2,0.7,0.8,0.0,.003,-4.5,-0.1
21,21,PHO,Nate Robinson,University of Washington,11,618,13878,6807,1446,1826,.423,.360,.796,22.5,11.0,2.3,3.0,27.8,.096,0.2,7.8
22,22,DEN,Jarrett Jack,Georgia Institute of Technology,11,803,22559,8877,2296,3599,.440,.346,.856,28.1,11.1,2.9,4.5,36.0,.077,-0.9,6.0
23,23,SAC,Francisco Garcia,University of Louisville,10,549,11853,4323,1400,747,.427,.357,.799,21.6,7.9,2.6,1.4,18.2,.074,-0.3,4.9
24,24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,.423,.388,.773,22.4,8.2,2.4,2.1,14.7,.090,-0.4,3.2
25,25,SEA,Johan Petro,,8,473,7262,2202,1836,227,.462,.154,.678,15.4,4.7,3.9,0.5,5.5,.037,-4.2,-4.0
26,26,DET,Jason Maxiell,University of Cincinnati,10,618,11379,3481,2576,266,.495,.000,.564,18.4,5.6,4.2,0.4,20.3,.086,-2.0,0.1
27,27,POR,Linas Kleiza,University of Missouri,7,409,8185,3561,1470,321,.435,.335,.763,20.0,8.7,3.6,0.8,13.6,.080,-2.4,-0.9
28,28,SAS,Ian Mahinmi,,8,404,6429,1908,1661,158,.529,.000,.596,15.9,4.7,4.1,0.4,17.7,.132,-0.5,2.4
29,29,MIA,Wayne Simien,University of Kansas,2,51,507,169,99,11,.469,,.854,9.9,3.3,1.9,0.2,0.9,.083,-4.8,-0.4
30,30,NYK,David Lee,University of Florida,11,725,22383,10443,6704,1671,.531,.034,.775,30.9,14.4,9.2,2.3,68.3,.146,1.5,19.7
31,31,ATL,Salim Stoudamire,University of Arizona,3,157,2672,1260,214,164,.407,.366,.882,17.0,8.0,1.4,1.0,2.2,.040,-5.1,-2.1
32,32,LAC,Daniel Ewing,Duke University,2,127,1683,431,158,174,.389,.295,.780,13.3,3.4,1.2,1.4,0.8,.024,-3.7,-0.7
33,33,NOH,Brandon Bass,Louisiana State University,11,674,15084,6016,3172,550,.495,.204,.828,22.4,8.9,4.7,0.8,38.4,.122,-1.2,3.1
34,34,UTA,C.J. Miles,,11,609,12606,5903,1451,738,.416,.351,.801,20.7,9.7,2.4,1.2,21.7,.083,-0.9,3.6
35,35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,
36,36,MIL,Ersan Ilyasova,,8,491,11881,5255,2935,549,.445,.369,.770,24.2,10.7,6.0,1.1,31.9,.129,0.1,6.2
37,37,LAL,Ronny Turiaf,Gonzaga University,10,473,8020,2209,1757,618,.533,.000,.636,17.0,4.7,3.7,1.3,19.2,.115,1.0,6.0
38,38,ORL,Travis Diener,Marquette University,5,179,2660,854,243,432,.388,.353,.847,14.9,4.8,1.4,2.4,5.6,.102,-1.8,0.1
39,39,LAL,Von Wafer,Florida State University,6,200,2475,1054,234,146,.420,.325,.751,12.4,5.3,1.2,0.7,3.3,.064,-3.2,-0.7
40,40,GSW,Monta Ellis,,11,717,25583,13623,2507,3433,.452,.312,.773,35.7,19.0,3.5,4.8,38.4,.072,-0.2,11.4
41,41,TOR,Roko Ukic,,2,85,987,341,78,165,.387,.189,.746,11.6,4.0,0.9,1.9,-0.2,-.007,-5.4,-0.8
42,42,GSW,Chris Taft,University of Pittsburgh,1,17,144,47,36,2,.605,,.167,8.5,2.8,2.1,0.1,0.5,.155,-1.3,0.0
43,43,NJN,Mile Ilic,,1,5,6,0,1,0,.000,,,1.2,0.0,0.2,0.0,-0.2,-1.264,-53.6,-0.1
44,44,ORL,Martynas Andriuskevicius,,1,6,9,0,4,0,.000,,,1.5,0.0,0.7,0.0,0.0,.155,0.1,0.0
45,45,PHI,Louis Williams,,11,672,15636,8152,1371,1974,.416,.341,.816,23.3,12.1,2.0,2.9,39.6,.121,0.0,7.9
46,46,IND,Erazem Lorbek,,,,,,,,,,,,,,,,,,
47,47,MIN,Bracey Wright,Indiana University,2,26,325,129,39,20,.405,.324,.794,12.5,5.0,1.5,0.8,0.5,.068,-3.7,-0.1
48,48,SEA,Mickael Gelabale,,3,145,2348,670,330,115,.470,.316,.815,16.2,4.6,2.3,0.8,3.0,.062,-1.9,0.0
49,49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,.467,.237,.725,22.1,10.1,5.4,1.4,19.2,.074,-0.3,5.4
50,50,BOS,Ryan Gomes,Providence College,8,487,13463,4926,2239,712,.445,.349,.799,27.6,10.1,4.6,1.5,19.4,.069,-1.3,2.3
51,51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,.404,,.500,9.2,2.1,1.9,0.7,0.0,.004,-3.5,-0.1
52,52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,,,
53,53,BOS,Orien Greene,University of Louisiana at Lafayette,4,131,1555,326,195,155,.387,.212,.642,11.9,2.5,1.5,1.2,-0.7,-.022,-3.8,-0.7
54,54,NYK,Dijon Thompson,"University of California, Los Angeles",2,16,93,45,19,3,.425,.308,.875,5.8,2.8,1.2,0.2,0.2,.102,-4.3,-0.1
55,55,SEA,Lawrence Roberts,Mississippi State University,2,87,1150,334,310,35,.452,.000,.688,13.2,3.8,3.6,0.4,2.5,.106,-1.4,0.2
56,56,DET,Amir Johnson,,11,623,14112,4771,3583,680,.574,.326,.679,22.7,7.7,5.8,1.1,42.2,.144,2.6,16.3
57,57,PHO,Marcin Gortat,,9,552,14057,5561,4244,525,.547,.176,.684,25.5,10.1,7.7,1.0,43.2,.148,0.8,10.0
58,58,TOR,Uros Slokar,,1,20,72,38,14,1,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,.042,-7.0,-0.1
59,59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,,,
60,60,DET,Alex Acker,Pepperdine University,2,30,234,81,29,16,.370,.320,.500,7.8,2.7,1.0,0.5,-0.2,-.043,-6.9,-0.3
